cell id,AP Fano factor,AP amplitude (mV),AP amplitude adaptation index,AP amplitude average adaptation index,AP coefficient of variation,AP threshold (mV),AP width (ms),Afterdepolarization (mV),Afterhyperpolarization (mV),Burstiness,ISI Fano factor,ISI adaptation index,ISI average adaptation index,ISI coefficient of variation,Input resistance (MOhm),Latency (ms),Latency @ +20pA current (ms),Max number of APs,Membrane time constant (ms),Rebound (mV),Rebound number of APs,Resting membrane potential (mV),Rheobase (pA),Sag area (mV*s),Sag ratio,Sag time (s),Spike frequency adaptation,Upstroke-to-downstroke ratio,Wildness
20200414_sample_12,2.0024535654092026,75.70281624794006,0.9356351600242915,0.9937748944537053,0.20306117416846284,-27.00924500823021,0.9200000000000041,0.0,-5.603153258562088,0.6192771084337345,0.0012476578320760184,2.33685601056803,1.3463028308043696,0.23711456109766685,58.20911550521852,70.76000000000002,41.52,28,9.124190231871165,0.348086433414295,0,-54.223355405777696,251.11111111111111,0.0,1.0524784844933246,0.0,0.8,2.624403881484695,0.0
20200408_sample_19,12.515322915100079,63.858501613140106,0.8201064319717218,0.788525473723442,0.601501238785601,-44.406957924366,0.7599999999999829,0.0,-8.924920111894608,0.0,0.08926012823891084,1.2841530054644827,1.860391703936493,0.9899590774143665,323.76133718838287,61.40000000000001,28.32000000000001,6,19.760039120789962,15.570744199769571,4,-62.70134452283382,25.555555555555546,63.197576123923014,1.0915274797225567,0.49460000000000004,0.2,1.0774702024903018,0.0
20200413_sample_7,1.0848987396680017,76.22112520039082,0.8201016904332763,0.9182460647343236,0.130126813720155,-24.30102787911892,0.7999999999999952,0.0,-7.574731484055519,0.0,0.0016249302325581382,1.4809160305343518,1.4809160305343518,0.23713654889343247,60.01860247179867,20.88000000000001,16.440000000000012,6,6.377970215198725,0.20392513411836433,0,-55.443500495702025,380.0,0.0,1.035006239627118,0.0,0.0,2.5114961572731653,0.0
20200409_sample_5,3.4324158072109734,69.77014988660812,0.898222631146578,0.9531495945693392,0.2787890067815886,-35.11902317404747,0.5200000000000204,0.0,-7.78651237487793,0.0,0.056313897286552964,1.3154362416107421,1.741620930367806,1.082319975482216,325.5196732232969,360.84000000000003,51.08000000000001,13,19.219613867419763,2.9848495688389747,0,-57.166400206834076,20.0,0.0,1.047734803545085,0.0,0.3,1.273758727367323,0.0
20200407_sample_24,0.9576233955967929,75.64681209623814,0.9439741250997709,0.989423192976948,0.13365497926828965,-29.359767213463783,0.5999999999999894,0.0,-15.062296763062477,0.0,0.0015513469370582289,1.0302013422818803,1.0732243263059313,0.2890434496094654,135.14669383193052,37.599999999999994,23.52,33,13.058772009394085,3.8867306553381837,0,-51.61702632382512,117.73584905660374,37.206555329263566,1.3633342238488106,0.47388,0.65,1.2776885289473414,0.0
20200413_sample_8,0.8507621730079911,81.90800435841084,0.9485136944321488,0.9763528212999841,0.12273693133293916,-30.925264582037926,0.7600000000000107,0.0,-5.172884091734886,0.43169398907103895,0.0009030516999460341,1.8995169082125605,1.2508611902699722,0.1951253130197337,33.11772654697832,49.04,36.879999999999995,26,9.238029643520443,1.3398236717544876,0,-56.54050546586514,340.0,0.0,1.4106788213092443,0.0,0.8571428571428571,2.002388180739915,0.0
20200414_sample_4,1.1659807846890595,76.71313732862473,0.9453538904005329,0.9954550843223756,0.15071344184640106,-33.911969512701035,0.9600000000000164,0.0,-7.073510438203812,0.5409836065573772,0.0016364585848398256,1.1784646061814552,1.0415440189223035,0.27560832115533457,93.46363358199596,24.000000000000007,18.240000000000006,28,10.904659666642786,1.9493488994633523,0,-51.524182138592,120.0,0.0,1.0888980813362055,0.0,0.75,2.153860611248568,0.0
20200407_sample_1,1.0121973838654368,59.40733663737774,0.9622271271767053,0.996619875286429,0.14827547212613668,-37.55970299243927,0.5199999999999927,0.0,-23.249763995409012,0.0,3.0521505376343924e-05,1.0476190476190457,1.0209640858423374,0.06793487309408967,252.93092066794634,28.840000000000003,16.72,91,11.281549276314745,3.791940938614786,0,-66.00936961770057,64.070796460177,53.91150238618269,1.115786775059517,0.4827200000000001,0.9148936170212766,1.0074925489468842,0.0
20200410_sample_2,3.272934513326975,80.55165410041809,0.8943733495835873,0.9838553379701503,0.27973034872667096,-42.9685041308403,0.6400000000000017,0.0,-7.184531539678574,0.8129921259842522,0.0024619643806485948,1.2173913043478217,1.565283689267311,0.40700430915315694,125.52480089238712,101.60000000000002,33.8,28,12.35381792940547,7.575903897216783,0,-63.820825225114824,54.285714285714285,45.041069585978846,1.634497943563888,0.5056800000000001,0.21739130434782608,1.8308553597193495,0.0
20200413_sample_1,3.419091959630172,71.54280878603458,0.5871020108609928,0.7397050196018925,0.24682066640165368,-29.465707018971443,0.9600000000000164,0.0,-8.979955688118935,0.0,0.006754119138149557,3.1965601965601964,3.1965601965601964,0.46261089987325726,72.62113436435658,47.52000000000001,38.20000000000001,3,10.771677306020683,0.4514763248287892,0,-64.68087266981601,320.0,0.0,1.0423301825202984,0.0,,2.3099202922354394,0.0
20200409_sample_19,0.6953143839067022,63.53611685335636,0.8999399924248225,0.9832592676614725,0.11828830130659196,-29.391927644610405,0.4799999999999943,0.0,-18.820783123373985,0.0,0.002072117051150831,1.3134328358208942,1.158746519059563,0.30315930947674735,183.7137590361138,22.960000000000008,10.959999999999997,27,11.877080250430202,0.8221463385865064,0,-44.83758537396788,48.61111111111111,38.3833522936706,1.1586753489353054,0.49292,0.6875,1.0166975698624348,0.0
20200414_sample_11,0.6388823653570336,77.55796797573566,0.9039772123510181,0.9820241750388918,0.10677609692893827,-25.04531852900982,0.8800000000000197,0.0,-7.7376533299684525,0.7251461988304101,0.0032367828670186926,2.864919354838711,1.779411224903151,0.32311741879567796,115.07219283531106,47.000000000000014,34.48000000000001,19,14.404672084871988,1.7820810407499437,0,-55.875920525193216,163.33333333333331,0.0,1.1602865673077674,0.0,0.5833333333333334,2.309941768071301,0.0
20200414_sample_15,0.5035880586872457,78.20022664964199,0.9747536398204695,0.9902967209276632,0.09201023054210333,-29.592810198664665,0.9600000000000164,0.0,-8.631227537989616,0.22631261315630619,0.0016999776645094792,1.5003123048094948,1.128958526371596,0.23434228779940913,68.02772591334016,69.76000000000002,48.199999999999996,20,15.710625749591783,2.180247513618383,0,-55.129430055618286,102.50000000000001,0.0,1.1986306557408153,0.0,0.8181818181818182,2.73825623477447,0.0
