cell id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
20190204_sample_2,0.0,0.0,0.0,0.0,0.0,0.10707151,0.95405513,1.26887735,0.76228526,0.78625649,0.98601678,2.56811826,2.63843388,7.8465841,2.08230124,0.0,0.0,0.0,0.0,0.0
20190204_sample_22,0.86078855,2.45341615,1.04779908,0.62651904,1.7168512,1.48123143,4.60032406,5.63394545,1.28544423,0.2936808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190211_sample_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25267994,1.1281266,0.81419091,1.06942318,1.36294028,2.80245023,5.97498724,5.46197039,1.13323124,0.0,0.0,0.0,0.0
20190211_sample_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32106324,1.65160905,1.2872396,1.74718136,6.41529157,6.76472784,1.81288733,0.0
20190219_sample_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26251641,1.60885055,0.90755672,0.71254453,1.77386087,3.68648041,6.7279205,4.32027002,0.0,0.0
20190222_sample_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06418728,0.82688314,2.28053615,0.80800453,0.79290164,3.43590712,6.38474608,4.67056825,0.73626581,0.0,0.0,0.0
20190222_sample_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0929332,0.89835431,0.99128751,1.29719264,2.66408519,6.57889642,4.02710552,2.30009681,1.1500484,0.0
20190222_sample_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41865395,3.69369369,2.59671436,3.51351351,7.86963434,1.90779014,0.0,0.0
20190222_sample_5,0.0,0.0,0.0,0.0,0.0,0.0,0.30468277,3.31169393,0.82575954,1.12871116,2.47208517,5.80455293,5.80974639,0.34276811,0.0,0.0,0.0,0.0,0.0,0.0
20190222_sample_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22749368,0.9546957,2.5607622,4.46820922,6.76064554,3.68656426,1.3416294,0.0,0.0
20190226_sample_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14604151,3.68793236,11.64796311,4.51806303,0.0
20190226_sample_6,0.28564393,2.01674464,1.33464664,0.90618074,0.54666338,3.7035213,9.98030042,1.22629894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190320_sample_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61892902,10.20174346,8.17932752
20190320_sample_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00217865,4.78680361,7.78089013,6.17491441,0.2552132,0.0,0.0
20190320_sample_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25404008,1.08597285,1.57207498,1.67808662,5.62895928,7.79573368,0.98513251,0.0,0.0
20190321_sample_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09829868,0.75047259,1.27410208,1.22117202,0.98676749,2.15122873,2.88279773,5.07183365,3.24574669,1.4536862,0.58979206,0.27410208
20190321_sample_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74532254,2.26752304,0.99692823,1.20915945,2.18095504,1.77604021,4.38425021,5.28902541,0.15079587,0.0,0.0,0.0
20190322_sample_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59040068,1.24734532,2.08268441,2.07418944,2.15206003,5.69163245,4.39614895,1.70607391,0.05946482,0.0
20190322_sample_2,0.88676039,5.55126423,5.12384778,7.13527988,1.30284773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190322_sample_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14494298,0.45614409,1.15314931,3.37845039,6.60130022,6.28370457,1.98230843,0.0,0.0,0.0,0.0
20190322_sample_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46156419,1.67790847,1.41144991,1.00563019,0.46825353,0.96995373,1.20965494,4.33914934,5.59117008,2.64563242,0.2196332,0.0,0.0
20190325_sample_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10705596,1.97080292,1.78588808,5.64963504,5.76155718,4.69586375,0.02919708,0.0,0.0,0.0
20190325_sample_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27249237,1.11580926,2.20812779,1.91684285,3.90415786,8.8794926,1.70307728,0.0,0.0,0.0,0.0
20190325_sample_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1784169,1.28022398,3.43853398,8.19546959,5.90735556,0.0,0.0,0.0,0.0,0.0
20190325_sample_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23099415,4.09064327,6.07894737,7.31578947,0.28362573,0.0,0.0,0.0
20190325_sample_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98941799,5.66772487,10.28571429,2.05714286,0.0
20190326_sample_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76808352,1.10738255,1.35346756,4.64951529,7.03206562,3.9261745,1.16331096,0.0,0.0,0.0
20190328_sample_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84826325,3.06032907,3.16270567,9.00914077,3.91956124,0.0,0.0,0.0,0.0
20190328_sample_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13063063,0.81081081,1.20720721,0.53153153,2.67567568,1.66666667,3.33783784,6.55855856,2.82882883,0.25225225
20190328_sample_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03848974,0.41605572,0.46004399,1.64222874,3.43108504,6.47910557,7.07844575,0.45454545,0.0,0.0
20190328_sample_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44558182,2.01113955,2.85714286,4.0945356,8.60755683,1.98404335,0.0,0.0,0.0
20190328_sample_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68959125,0.93984614,0.70627491,0.5802206,1.72027065,4.81230883,8.24914265,2.04838261,0.25396237,0.0
20190328_sample_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17430002,2.16947895,6.20433896,7.91025403,2.29556833,1.24605971
20190329_sample_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07554147,5.538299,12.62546223,0.76069731,0.0,0.0,0.0,0.0
20190402_sample_3,0.0,0.0,0.0,0.0,0.0,0.0,0.37689472,1.09791069,1.46661204,1.37648505,3.6009832,4.26874232,4.80131094,2.24088488,0.77017616,0.0,0.0,0.0,0.0,0.0
20190403_sample_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79237713,1.95085256,5.47642929,7.74824473,4.03209629,0.0,0.0
20190409_sample_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89914701,3.3958856,7.42197692,6.50275966,1.78023081,0.0,0.0
20190409_sample_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06603677,3.51237547,10.18178084,5.08780939,0.15199754,0.0,0.0
20190409_sample_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72773186,1.00550964,1.89623508,5.21349862,5.80578512,4.65794307,0.6932966,0.0,0.0
20190409_sample_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57513555,3.99302866,10.67195972,4.5817196,0.17815647,0.0,0.0
20190410_sample_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07209805,1.59516943,1.99891853,4.90987743,3.73828407,4.36733958,3.08399423,0.23431867,0.0,0.0
20190410_sample_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87414871,2.33697173,3.79792891,7.38781603,5.60313462,0.0,0.0,0.0,0.0,0.0
20190410_sample_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3828877,0.84278075,1.52513369,1.32620321,2.76149733,8.71657754,4.23529412,0.20962567,0.0,0.0
20190411_sample_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45689313,1.36273341,6.13031387,5.41120381,5.79658323,0.84227255,0.0
20190411_sample_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03386299,3.46704871,8.39541547,6.40010419,1.70356864,0.0,0.0
20190412_sample_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61909498,2.44032819,4.45673794,4.71780209,6.25435107,1.51168573,0.0,0.0
20190415_sample_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79468024,3.91593465,7.55110418,5.68097857,2.05730236
20190415_sample_3,0.0,0.0,0.0,0.0,0.44527363,2.7238806,5.06965174,1.63681592,1.52238806,2.09701493,1.55721393,1.44278607,1.68905473,1.8159204,0.0,0.0,0.0,0.0,0.0,0.0
20190415_sample_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26566115,1.46884909,8.11380581,5.98680264,3.73982346,0.42505785,0.0
20190415_sample_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104425,0.40464691,1.3757995,2.78292651,6.67536875,7.70656572,1.0442501,0.0,0.0
20190416_sample_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15214549,0.38749554,0.54915012,0.73695471,1.17437299,1.30036848,1.17912754,2.27029597,0.84393201,3.33769167,5.95506954,2.11339593,0.0
20190416_sample_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0952381,5.29251701,6.41496599,7.19727891
20190417_sample_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14094601,3.42331581,6.4859054,1.80363115,3.73148591,2.07596751,1.46918299,0.86956522,0.0,0.0
20190417_sample_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31267243,1.6455153,3.91514929,6.61026301,6.85059163,0.66580835,0.0,0.0
20190418_sample_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21419242,1.3339138,2.07923378,7.5263387,7.38354375,1.46277754,0.0,0.0
20190418_sample_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51159901,1.80820215,8.85252693,5.86785418,2.95981773,0.0,0.0,0.0
20190418_sample_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42377352,2.70617197,8.67768595,6.57991911,1.61244945,0.0,0.0
20190418_sample_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12160414,3.13324709,8.63389392,5.76714101,2.34411384
20190422_sample_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0369515,5.06235566,12.33256351,2.56812933
20190422_sample_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09888752,1.76761434,14.0605686,3.91223733,0.16069221,0.0
20190422_sample_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34968135,9.04405653,6.46716542,2.1390967,0.0,0.0,0.0
20190423_sample_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0990862,1.1802268,0.77727623,1.78575361,3.93262138,3.03864362,4.29153363,3.49003633,1.4048222,0.0,0.0
20190423_sample_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72050099,1.80619644,1.78642057,3.34871457,2.00395517,5.52406065,3.28938695,0.52076467,0.0
20190423_sample_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14049587,8.42975207,5.21412472,3.21562735
20190424_sample_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82788671,2.20915033,0.90631808,1.89542484,7.47276688,5.20261438,1.416122,0.06971678,0.0
20190424_sample_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42518728,1.17837619,1.02854829,2.01255315,4.35310792,8.64547479,2.35675238,0.0
20190424_sample_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77557138,3.09104534,5.67628325,8.84600974,1.6110903,0.0,0.0
20190424_sample_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16405994,1.99715629,6.80083124,8.49174232,2.41058733,0.13562288,0.0,0.0
20190424_sample_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0750469,3.20654955,6.18454716,7.25567116,3.27818523
20190425_sample_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03477796,1.19983949,5.25147138,4.43418941,8.06848582,1.01123596,0.0
20190425_sample_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68096831,5.76658138,6.94745129,4.10549105,1.96418028,0.53532769,0.0
20190425_sample_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.296875,5.9375,6.33984375,3.3515625,3.07421875
20190425_sample_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15489467,2.08178439,8.90334572,5.57620818,3.28376704,0.0,0.0
20190425_sample_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02298851,1.40229885,2.61412151,2.60591133,6.72085386,6.63382594
20190429_sample_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.40919367,2.10248681,2.04220045,2.70535041,9.18613414,2.55463451
20190430_sample_7,1.02061705,4.3690598,1.63766633,1.56163182,7.85787396,3.55315105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190430_sample_9,5.55073362,1.85988841,3.71564373,7.62967555,1.24405869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190501_sample_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82049189,0.67762017,1.31237881,0.71435861,2.67782427,3.05745484,2.64108583,3.83916726,3.06153689,0.84294316,0.35513828,0.0,0.0
20190506_sample_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28156997,1.22013652,1.09215017,1.6894198,2.73890785,4.10409556,5.52047782,2.80290102,0.5503413
20190506_sample_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49857743,5.29467552,13.00907736,1.19766969,0.0
20190507_sample_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40383896,1.01956874,5.32219868,2.87174374,7.03228219,3.35036769,0.0,0.0
20190604_sample_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85330036,1.75915907,1.65095069,1.32014222,4.64368527,4.81991034,4.55093523,0.40191683,0.0,0.0,0.0
20190606_sample_6,3.93019015,4.82104715,0.85959885,6.34436051,3.16957541,0.87522792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190627_sample_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76361386,10.86633663,2.3700495,0.0,0.0,0.0
20190627_sample_4,0.0,0.0,0.0,0.0,0.0,0.26222277,0.94841318,0.8846955,0.87979414,1.24249479,2.01936037,1.78164441,7.54074256,3.8108075,0.62982478,0.0,0.0,0.0,0.0,0.0
20190627_sample_8,0.0,0.0,0.83333333,1.04564756,1.35350318,1.5552017,12.30360934,2.90870488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190712_sample_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05596708,1.58024691,3.98683128,3.78930041,6.82139918,3.76625514
20190718_sample_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95753539,12.95587011,6.0865945
20190718_sample_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6077488,6.91820714,6.02177767,6.4522664
20190719_sample_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86511515,1.7692214,1.83745583,4.74716705,8.52443036,2.25661021,0.0
20190719_sample_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79012679,11.78850823,3.84947397,0.57189102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190719_sample_2,0.0,0.0,0.0,0.0,0.25367834,7.40402503,10.57331304,1.7689836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190719_sample_5,0.0,0.0,0.0,0.68941585,0.96934644,1.35106998,5.11740891,10.95662233,0.9161365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190719_sample_6,0.0,0.0,0.0,0.0,0.0,0.06124636,0.202113,0.28479559,0.19905068,0.20517532,0.89725923,1.43316491,2.41310672,2.05787781,4.88133517,5.66835094,1.684275,0.01224927,0.0,0.0
20190719_sample_9,0.0,2.79462678,1.21312838,3.20454231,9.64686332,3.14083922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190722_sample_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45840407,2.34861347,2.54102999,3.93887946,6.61856254,4.09451047
20190722_sample_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08707709,4.66444814,11.79700499,2.45146977
20190722_sample_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19212347,4.1830761,1.47951038,10.19691325,2.9483768
20190724_sample_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41044618,4.88898287,9.04419539,4.65637556,0.0
20190725_sample_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07948336,2.08643815,2.2122868,11.89269747,3.72909422
20190726_sample_4,0.0,0.0,0.0,0.0,0.0,0.0,5.70389232,12.95743907,1.33866861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190801_sample_1,0.0,0.0,0.68077277,1.96412144,1.44434223,0.77276909,2.31370745,10.40938362,2.4149034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190820_sample_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68571429,3.2,10.42857143,5.30857143,0.37714286,0.0
20190820_sample_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13854527,4.51591621,3.17334653,5.39336962,5.69355105,1.08527132,0.0
20190821_sample_2,0.0,0.0,0.0,0.0,0.0,0.55841293,4.29586089,12.27038942,2.87533676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190821_sample_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60018187,1.10336466,4.2982722,12.42800849,1.57017278,0.0
20190821_sample_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44480519,1.21428571,3.5974026,4.25,5.47077922,4.63961039,0.38311688,0.0,0.0
20190823_sample_1,0.04249894,0.92647684,1.24096898,1.07947301,1.89545261,8.99277518,5.04887378,0.77348066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190823_sample_6,0.0,0.0,0.0,0.0,0.0,0.0,0.10924845,0.63539901,1.44032147,1.53324543,3.59766434,2.35700383,4.27952533,4.29459409,1.49682928,0.25616877,0.0,0.0,0.0,0.0
20190830_sample_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09916095,0.27968472,2.15357234,2.11034833,2.96720061,2.23747775,6.76074244,2.65700483,0.73480803,0.0,0.0,0.0
20190830_sample_6,0.45098039,2.08823529,1.54901961,1.40196078,2.38235294,8.16666667,3.96078431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190830_sample_9,0.0,0.23529412,0.60207612,0.86851211,0.84775087,1.01730104,1.66782007,1.32871972,3.89965398,5.43598616,3.00692042,1.0899654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190906_sample_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38100013,4.84020554,10.97631282,3.44153403,0.36094749,0.0,0.0,0.0
20190911_sample_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45232588,2.00976613,1.61398098,7.05217168,6.82086867,2.05088666,0.0,0.0,0.0,0.0
20190912_sample_1,0.0,0.0,0.0,0.0,0.0,0.61211998,2.6035503,1.51805754,1.62823913,1.86492553,1.20383595,3.88900224,2.13833911,3.77882065,0.76310957,0.0,0.0,0.0,0.0,0.0
20190912_sample_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12534983,4.06539991,4.86080424,1.38753867,6.96715275,1.5937546
20190912_sample_6,0.0,0.0,0.02733307,0.76923077,0.69894572,0.9800859,1.71807888,2.50683327,3.54549004,5.1034752,3.96329559,0.68723155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190912_sample_8,0.0,0.0,0.0,0.0,0.3187002,3.53382284,1.48726761,1.19356351,0.54678956,1.06545852,1.20606155,4.0806124,2.0653023,3.09326668,1.40915482,0.0,0.0,0.0,0.0,0.0
20190917_sample_3,0.1025402,1.44488464,1.253787,0.99277558,1.0766721,6.23630855,8.72057795,0.17245397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190919_sample_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35080645,2.54032258,2.7016129,10.33467742,3.59677419,0.47580645
20190924_sample_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27960526,1.60361842,5.89638158,10.97587719,1.24451754
20190926_sample_2,0.06171108,1.11640954,0.8742403,1.13604488,0.60963067,0.79008883,0.60495559,0.74053296,2.14212249,5.25572698,5.0116877,1.52127162,0.13557737,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190926_sample_4,0.0,0.37253308,0.8574174,0.35627171,0.31192254,0.36809816,0.37105477,0.4789711,0.60906201,1.01411782,1.90701456,2.15389164,4.55022544,4.77640624,1.62465814,0.24835538,0.0,0.0,0.0,0.0
20190927_sample_1,0.19852262,4.39981533,2.3176362,5.3601108,6.44967682,1.27423823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190927_sample_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65518606,1.54592241,2.77513856,4.19239905,2.81274743,6.14608076,1.87252573,0.0,0.0,0.0
20190927_sample_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20162252,0.68360773,1.37675972,1.9780482,3.85707468,6.82772608,4.6277738,0.44738726,0.0
20190927_sample_7,0.0,0.0,0.0,0.0,0.0,0.0,0.9631728,5.31869688,1.12606232,1.60056657,4.01203966,4.81232295,1.97946176,0.18767705,0.0,0.0,0.0,0.0,0.0,0.0
20191003_sample_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71501843,4.20900785,7.89870172,6.177272
20191010_sample_1,0.10281518,1.17258262,0.60954712,0.51652387,0.8372093,1.64749082,2.00244798,2.0244798,4.04651163,5.89228886,1.14810282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20191010_sample_3,0.0,1.42188962,1.1724353,1.47178048,1.27845338,4.29061428,9.03648269,1.32834425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20191010_sample_7,1.51198907,1.32935768,0.26587154,0.75288856,2.25245372,4.03528389,6.2628898,3.48117779,0.10808796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20191030_sample_3,1.68349768,3.21254604,1.09302602,0.74610906,1.13698467,1.80824522,2.49257455,5.59344184,2.06605679,0.16751812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20191101_sample_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4038591,9.95737043,9.63877047
20191105_sample_2,0.0,0.32660903,2.17483189,1.31412104,1.78290106,6.28242075,4.24207493,3.87704131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20191106_sample_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88906796,2.86059629,2.66720387,4.46682783,7.16626377,1.95004029,0.0,0.0
20191108_sample_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19019638,0.5520334,0.92314829,1.05922375,2.28854183,1.78135148,3.82248338,7.21045307,2.17256842,0.0,0.0
